1.000000	7.000000	96839931.000000	34.942370	1.007737	31.283859	487.894335	0.180258	0.034860	0.180534
1.000000	8.000000	96942708.000000	58.158681	1.216488	12.007706	294.650190	0.060772	0.180158	0.034441
1.000000	5.000000	96644676.000000	59.620720	1.521042	19.504809	2043.610461	0.106244	0.054004	0.034820
1.000000	3.000000	96439931.000000	20.369309	1.103255	20.581894	660.087147	0.015412	0.183666	0.068951
1.000000	2.000000	96342708.000000	44.773189	1.607725	27.154264	960.174934	0.080210	0.152974	0.191113
1.000000	4.000000	96546065.000000	18.429505	1.687544	10.529802	464.712936	0.073797	0.032966	0.171110
1.000000	6.000000	96745139.000000	29.661283	1.075569	7.487805	1311.542548	0.187570	0.098720	0.104478
1.000000	3.000000	109294908.000000	37.726201	1.220727	28.824243	655.802354	0.173886	0.181984	0.040219
1.000000	5.000000	109496296.000000	55.968646	1.665204	36.898113	1728.346148	0.060667	0.097696	0.075913
1.000000	2.000000	109194908.000000	29.688226	0.994717	32.448414	1790.256645	0.026166	0.095691	0.070984
1.000000	4.000000	109395371.000000	48.939906	1.259210	20.020545	1186.122971	0.103702	0.126563	0.107538
1.000000	6.000000	109596760.000000	19.052038	1.194871	10.623362	1383.569243	0.086301	0.167705	0.095848
1.000000	1.000000	109096760.000000	46.990501	1.347760	16.608692	1453.445603	0.027416	0.080569	0.1556711.000000	8.000000	109796760.000000	27.031297	1.124929	12.280674	1685.423351	0.067758	0.171674	0.141713
1.000000	1.000000	92664352.000000	30.233129	1.434577	9.892658	1401.169679	0.062444	0.144585	0.173248
1.000000	8.000000	93374422.000000	47.746182	1.039737	21.086866	1272.029195	0.089991	0.198511	0.128902
1.000000	5.000000	93074537.000000	17.299492	1.142656	26.304586	1268.389900	0.041660	0.105732	0.053350
1.000000	4.000000	92975000.000000	54.886287	0.965815	30.460529	885.933874	0.117914	0.055362	0.028839
1.000000	7.000000	93275347.000000	33.254941	1.185151	28.886521	1279.721947	0.120325	0.032936	0.055803
1.000000	6.000000	93175000.000000	30.967281	1.631077	14.443459	1024.106539	0.146867	0.128510	0.152086
1.000000	3.000000	92874652.000000	18.446136	1.486460	5.333664	1317.476926	0.039376	0.168606	0.018735
1.000000	2.000000	92774884.000000	28.819280	1.334484	30.500543	429.753191	0.156082	0.017995	0.121137
