1.000000	13.000000	64377754.000000	56.074742	0.900089	58.950609	0.988562	0.202159	274.417884	0.195100	0.038130	0.166559
1.000000	39.000000	66977430.000000	45.748035	1.691576	31.547793	1.154623	0.375893	801.327154	0.049382	0.013370	0.125391
1.000000	33.000000	66374908.000000	20.363889	1.587409	25.351423	0.935090	0.379293	1875.934840	0.072678	0.182231	0.170589
1.000000	19.000000	64975969.000000	31.432819	1.136335	52.942887	1.384596	0.231215	1983.714761	0.045762	0.097222	0.134002
1.000000	22.000000	65276495.000000	54.927449	1.419401	45.297904	0.975443	0.113332	1753.647770	0.030511	0.110891	0.113450
1.000000	37.000000	66777466.000000	43.902160	1.375930	23.470362	1.349717	0.159986	1350.180787	0.045674	0.168460	0.077040
1.000000	34.000000	66477995.000000	51.176531	1.461777	54.242686	1.265383	0.359221	897.439750	0.072782	0.171011	0.085945
1.000000	25.000000	65577841.000000	49.835681	1.537035	42.716852	1.255880	0.309754	1185.553255	0.189972	0.076656	0.169463
1.000000	18.000000	64876797.000000	34.192427	1.464504	38.155295	1.212165	0.229251	1194.761823	0.015809	0.175342	0.144691
1.000000	30.000000	66072492.000000	37.366792	1.287257	25.477261	1.693826	0.239022	322.333221	0.180068	0.054317	0.187901
1.000000	4.000000	63476492.000000	57.926992	1.499101	15.216204	0.988859	0.237216	1362.009236	0.164696	0.081142	0.118896
1.000000	28.000000	65875933.000000	16.981766	1.556236	55.591805	1.328628	0.308593	1364.684230	0.191412	0.043128	0.137793
1.000000	35.000000	66578332.000000	16.519114	1.609401	37.713962	1.300332	0.114554	1052.712374	0.117300	0.074819	0.061287
1.000000	7.000000	63777778.000000	50.165976	1.499197	19.541217	0.965632	0.228816	798.805119	0.190532	0.018338	0.150235
1.000000	29.000000	65972765.000000	37.979999	1.106677	49.795243	1.522032	0.292723	1134.509984	0.133514	0.013627	0.114285
1.000000	24.000000	65475729.000000	59.375779	1.043352	56.878918	1.144060	0.206515	1649.291922	0.080154	0.181703	0.095366
1.000000	8.000000	63872609.000000	22.759789	1.360558	33.271083	1.177083	0.254760	1843.260749	0.161671	0.096819	0.195605
1.000000	2.000000	63277335.000000	40.548903	1.106074	49.827922	0.905717	0.365983	878.969267	0.044710	0.197343	0.136960
1.000000	3.000000	63372764.000000	17.937843	1.568377	55.785878	1.014113	0.101542	1790.189038	0.192055	0.032042	0.065554
1.000000	40.000000	67079099.000000	46.794048	1.530431	58.563510	1.353970	0.291094	1543.984964	0.111722	0.190618	0.139058
1.000000	36.000000	66676873.000000	22.049781	0.981209	28.803975	0.989142	0.387160	1294.637414	0.091669	0.093548	0.105309
