1.000000	28.000000	49736034.000000	48.226465	1.357117	20.142901	1.225051	0.850357	1217.347725	0.185915	0.160094	0.086323
1.000000	1.000000	47034847.000000	41.881504	1.423843	30.163232	0.976059	0.747420	1148.229658	0.106702	0.199654	0.170731
1.000000	37.000000	50637871.000000	31.338313	1.201608	34.502950	1.553165	0.858026	1618.382992	0.017988	0.087264	0.117026
1.000000	21.000000	49037164.000000	21.199592	1.433128	25.567488	1.676377	0.866048	783.468647	0.106137	0.177628	0.057472
1.000000	7.000000	47638142.000000	51.185246	1.057900	24.594910	1.534196	0.624774	1879.008115	0.133331	0.120446	0.199388
1.000000	40.000000	50939537.000000	23.007063	1.017476	27.717830	1.651203	0.413917	807.175208	0.160543	0.050185	0.192928
1.000000	26.000000	49536681.000000	34.496344	1.006407	38.407501	1.030770	0.511700	311.787445	0.179164	0.167015	0.161834
1.000000	12.000000	48134865.000000	22.579864	1.293029	59.635221	1.319749	0.871449	1554.943450	0.132093	0.100712	0.119274
1.000000	6.000000	47535875.000000	31.170141	1.626738	21.301350	1.136704	0.623829	1784.387661	0.014549	0.081921	0.026913
1.000000	16.000000	48538700.000000	32.472095	1.626101	18.560746	1.566469	0.771208	1298.139663	0.148256	0.089605	0.169905
1.000000	17.000000	48634849.000000	54.308580	1.211758	59.285020	1.145589	0.724322	593.246702	0.174079	0.048911	0.136379
1.000000	24.000000	49336460.000000	46.969950	1.649855	46.071685	1.022344	0.363365	1930.679894	0.013076	0.161597	0.183468
1.000000	39.000000	50839168.000000	33.114490	1.430359	52.956430	0.949387	0.594038	1043.828479	0.190042	0.012269	0.155924
1.000000	31.000000	50034886.000000	19.459369	1.349320	49.033796	0.988253	0.471170	538.901016	0.117494	0.027425	0.134517
1.000000	18.000000	48737336.000000	29.025547	1.446427	38.324323	1.077654	0.808551	1054.731779	0.170484	0.194502	0.177142
1.000000	9.000000	47834851.000000	16.811265	0.911668	34.176022	1.309801	0.495515	1886.364815	0.194149	0.166029	0.094992
1.000000	30.000000	49936438.000000	51.700478	1.638830	24.056404	1.119861	0.881556	1867.318676	0.083634	0.181666	0.114059
1.000000	15.000000	48436622.000000	48.152862	1.013213	55.767739	1.594322	0.401198	1847.190713	0.047430	0.165093	0.163979
1.000000	33.000000	50239496.000000	15.163868	0.954066	34.338257	1.110869	0.498532	1299.306157	0.029061	0.189133	0.081813
1.000000	20.000000	48938456.000000	44.626447	1.606177	55.275456	1.010736	0.475518	721.475529	0.103217	0.059987	0.074563
1.000000	3.000000	47234924.000000	20.063921	0.984107	15.679865	1.368073	0.609596	1394.704301	0.018904	0.113876	0.105044
1.000000	11.000000	48036348.000000	34.367313	1.651460	55.893268	0.978314	0.648499	566.239397	0.043580	0.076865	0.094971
1.000000	29.000000	49838410.000000	52.537470	1.653331	30.131873	1.533090	0.781862	1328.412337	0.117109	0.080932	0.124677
1.000000	36.000000	50537317.000000	56.641789	1.576141	56.121594	1.614870	0.602403	1336.475983	0.034656	0.095068	0.121442
1.000000	25.000000	49436950.000000	24.397912	1.284703	51.991196	1.123737	0.425570	1609.256975	0.070854	0.153611	0.042985
1.000000	38.000000	50737239.000000	39.434338	0.987262	27.143693	1.345843	0.746772	2043.194898	0.118410	0.032596	0.188193
1.000000	4.000000	47334852.000000	36.672350	1.299500	56.534448	1.268711	0.386898	1450.991682	0.140696	0.149833	0.106295
1.000000	23.000000	49234871.000000	35.199684	1.010111	48.956840	1.565040	0.705011	826.202294	0.187809	0.189257	0.160962
1.000000	27.000000	49637769.000000	37.523564	1.405726	18.225141	1.146118	0.814652	888.771460	0.118402	0.076780	0.065304
1.000000	13.000000	48236155.000000	26.816589	1.226794	24.772199	1.575708	0.685211	1625.025051	0.052655	0.198584	0.065855
1.000000	2.000000	47135348.000000	31.932988	1.073340	41.834435	1.470304	0.589240	1420.417509	0.043883	0.021413	0.066262
1.000000	35.000000	50438405.000000	16.779645	1.678230	50.385171	1.543559	0.585860	1648.477130	0.157943	0.137138	0.035703
1.000000	8.000000	47736453.000000	40.307295	1.541324	34.982588	0.997762	0.377977	1113.120437	0.064465	0.151333	0.048121
1.000000	19.000000	48836445.000000	36.246958	1.093277	24.857080	1.200203	0.715536	952.362768	0.148934	0.166737	0.116224
1.000000	10.000000	47934924.000000	19.466752	1.157874	16.410285	1.604476	0.321220	1447.204763	0.199879	0.046929	0.015923
1.000000	14.000000	48336299.000000	50.420996	1.161837	53.135513	1.440895	0.852937	744.634937	0.020132	0.069345	0.165938
1.000000	22.000000	49139021.000000	32.239257	1.313864	57.462934	0.990452	0.421298	960.172615	0.076484	0.043219	0.085032
1.000000	5.000000	47434887.000000	40.838905	1.191950	40.050134	0.934987	0.520676	1365.506356	0.109844	0.055192	0.050827
1.000000	32.000000	50136024.000000	35.188180	0.948449	43.189379	1.491941	0.692525	1663.864501	0.109282	0.141719	0.136588
1.000000	34.000000	50338449.000000	51.162243	1.217293	15.969697	1.391724	0.424459	568.224495	0.138949	0.059770	0.085130
1.000000	84.000000	110494700.000000	32.425004	1.151640	18.472312	1.159850	0.765850	372.792552	0.083728	0.045997	0.033488
1.000000	86.000000	69256611.000000	49.804731	1.032712	55.263512	1.603743	0.836283	2031.455387	0.056735	0.077309	0.181098
1.000000	102.000000	34674517.000000	24.816470	1.196158	34.644178	1.684592	0.553073	338.502127	0.071441	0.119722	0.158934
1.000000	106.000000	107507732.000000	23.248733	1.006855	56.125456	1.069678	0.570885	1216.875405	0.141916	0.036065	0.128328
