1.000000	5.000000	62146298.000000	43.194288	1.558591	0.409103	1763.344464	0.153270	0.166290	0.033123
1.000000	9.000000	62546334.000000	47.318011	1.014315	0.371928	589.863715	0.093269	0.154520	0.151165
1.000000	2.000000	61846305.000000	57.790247	1.313648	0.834993	522.989753	0.146303	0.171448	0.094883
1.000000	7.000000	62346311.000000	15.041374	0.929795	0.680314	1716.195021	0.055948	0.164632	0.106988
1.000000	10.000000	62646258.000000	49.983112	1.092993	0.671074	1589.951050	0.040859	0.104145	0.085165
1.000000	8.000000	62446495.000000	58.167780	1.319764	0.464303	479.798624	0.055388	0.102831	0.108826
1.000000	12.000000	62846308.000000	23.501790	0.970743	0.331443	1350.863241	0.185603	0.053817	0.143424
1.000000	11.000000	62746491.000000	24.717203	1.511184	0.373059	377.922267	0.042715	0.108573	0.078929
1.000000	4.000000	62047504.000000	33.722838	1.569026	0.579968	1907.882884	0.157542	0.129775	0.146214
1.000000	3.000000	61946439.000000	21.496954	0.949681	0.669060	676.125053	0.122743	0.157289	0.160872
1.000000	6.000000	62246261.000000	32.721908	1.687996	0.614221	1927.698327	0.090863	0.147408	0.047328
1.000000	1.000000	61746272.000000	52.597903	1.699471	0.603672	564.287962	0.114249	0.159445	0.122106
