1.000000	40.000000	102068391.000000	40.840202	1.270319	25.698639	1.187355	6.214701	1993.902660	1.844148	0.335743	0.082046	0.060184	0.081868
1.000000	17.000000	99768706.000000	16.115074	1.173671	24.911870	1.312228	12.253905	1034.938326	0.815233	0.460699	0.129064	0.160615	0.196875
1.000000	2.000000	98269201.000000	24.966368	1.608782	42.116287	1.084387	10.992649	1005.574134	1.306406	0.304312	0.175914	0.058219	0.172115
1.000000	20.000000	100067654.000000	27.047775	1.261778	56.931755	1.431350	12.952067	1872.028419	1.450989	0.394918	0.184940	0.128259	0.117919
1.000000	37.000000	101767297.000000	47.554955	1.201588	38.705167	1.475316	6.675379	948.434544	1.670008	0.341199	0.045099	0.096176	0.030047
1.000000	29.000000	100968013.000000	8.879420	1.092286	57.659457	1.491918	13.864846	1399.387369	1.465508	0.329232	0.147016	0.177677	0.065686
1.000000	3.000000	98369670.000000	10.031508	1.292127	30.451954	1.347935	10.815733	869.601759	1.023805	0.539835	0.116000	0.176908	0.055462
1.000000	12.000000	99269087.000000	10.407232	1.025127	53.510127	1.456957	7.177284	1364.465993	1.022273	0.387156	0.110474	0.121151	0.137145
1.000000	36.000000	101667279.000000	15.128271	1.501950	55.389252	1.351167	9.885698	1292.362847	1.406067	0.504917	0.136273	0.070635	0.164912
1.000000	15.000000	99570882.000000	36.771088	1.314795	54.172688	0.965569	10.200877	893.507027	1.699064	0.484377	0.070328	0.180289	0.100324
1.000000	7.000000	98769944.000000	19.292422	1.171539	28.805738	1.559876	12.869484	496.712008	1.847699	0.592313	0.094315	0.060277	0.062476
1.000000	24.000000	100472260.000000	6.157192	1.567043	47.799428	1.490335	12.582825	350.082363	1.966129	0.377022	0.083568	0.080474	0.075708
1.000000	8.000000	98872883.000000	17.549079	1.175648	39.862389	1.598144	13.136174	1286.063225	1.159639	0.554271	0.068775	0.060705	0.107711
1.000000	13.000000	99372511.000000	2.440361	1.625510	28.665677	1.488641	6.336845	462.979747	0.667831	0.512045	0.023822	0.098394	0.072111
1.000000	35.000000	101573213.000000	32.897053	1.397374	32.090573	1.017927	13.286461	1102.601477	1.393176	0.351875	0.147533	0.065427	0.093128
1.000000	22.000000	100269484.000000	28.619150	1.386394	23.309603	0.908987	7.546097	1284.852371	1.456451	0.485418	0.196485	0.157062	0.097362
1.000000	11.000000	99173641.000000	0.861669	0.948543	16.563846	1.589041	8.862764	599.989515	0.747403	0.406195	0.073622	0.118246	0.079650
1.000000	32.000000	101272887.000000	26.842756	1.048144	16.032926	1.260514	7.374546	1111.205519	0.695220	0.533163	0.188484	0.082192	0.181974
1.000000	25.000000	100573531.000000	1.168505	1.373371	29.131589	1.657119	9.332974	453.972818	1.315061	0.461276	0.097720	0.197563	0.106803
